cntrQ,bslnA,bslnB,bslnC,bslnLikert,focus,focusDiff,totalDiff,maskDiff
"cntrQ_244",47.05,42.6,14.24,true,"WHAT_Qn","Easy","EEE","easy"
"cntrQ_246",79.15,76.69,75.2,true,"WHAT_Qn","Hard","HEE","easy"
"cntrQ_250",31.48,34.69,64.97,true,"WHAT_Qn","Easy","EHE","easy"
"cntrQ_256",79.15,76.69,75.2,true,"WHAT_Qn","Hard","HEE","easy"
"cntrQ_270",31.48,34.69,64.97,true,"WHAT_Qn","Easy","EHE","easy"
"cntrQ_271",21.37,33.52,72.94,false,"WHAT_Ql","Easy","HEE","easy"
"cntrQ_273",18.24,20.17,77.25,false,"WHAT_Ql","Medium","HMH","easy"
"cntrQ_277",5.12,15.58,27.02,false,"WHAT_Ql","Medium","MMM","easy"
"cntrQ_283",18.24,20.17,77.25,false,"WHAT_Ql","Medium","HMH","easy"
"cntrQ_297",5.12,15.58,27.02,false,"WHAT_Ql","Medium","MMM","easy"
"cntrQ_298",54.44,56.78,75.65,true,"WHAT_Qn","Hard","HMH","easy"
"cntrQ_300",49.99,71.6,65.02,true,"WHAT_Ql","Hard","EHE","easy"
"cntrQ_304",47.05,42.6,14.24,true,"WHAT_Qn","Easy","EEE","easy"
"cntrQ_310",49.99,71.6,65.02,true,"WHAT_Ql","Hard","EHE","easy"
"cntrQ_324",47.05,42.6,14.24,true,"WHAT_Qn","Easy","EEE","easy"
"cntrQ_325",41.05,34.69,48.12,true,"WHAT_Qn","Easy","EHE","hard"
"cntrQ_327",60.03,64.01,59.3,true,"WHAT_Qn","Medium","MMM","hard"
"cntrQ_331",76.39,76.69,65.94,false,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_337",69.06,64.01,28.19,false,"WHAT_Qn","Medium","MMM","medium"
"cntrQ_351",57.03,76.69,6.81,true,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_352",9.27,15.58,49.3,true,"WHAT_Ql","Medium","MMM","hard"
"cntrQ_354",18.92,78.73,18.92,true,"WHAT_Ql","Easy","EEE","easy"
"cntrQ_358",10.51,20.17,32.61,true,"WHAT_Ql","Medium","HMH","medium"
"cntrQ_364",16.12,78.73,16.12,true,"WHAT_Ql","Easy","EEE","medium"
"cntrQ_378",2.14,20.17,20.17,false,"WHAT_Ql","Medium","HMH","medium"
"cntrQ_379",14.25,78.73,14.25,true,"WHAT_Ql","Easy","EEE","medium"
"cntrQ_381",2.15,33.52,35.68,false,"WHAT_Ql","Easy","HEE","easy"
"cntrQ_385",36.91,34.69,55.08,true,"WHAT_Qn","Easy","EHE","easy"
"cntrQ_391",6.07,33.52,40,false,"WHAT_Ql","Easy","HEE","medium"
"cntrQ_405",21.6,71.6,28.39,false,"WHAT_Ql","Hard","EHE","easy"
"cntrQ_406",77.99,76.69,35.42,true,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_408",55.57,56.78,52.61,false,"WHAT_Qn","Hard","HMH","hard"
"cntrQ_412",61.82,64.01,41.86,false,"WHAT_Qn","Medium","MMM","medium"
"cntrQ_418",48.71,56.78,24.08,true,"WHAT_Qn","Hard","HMH","hard"
"cntrQ_432",59.4,64.01,35.17,true,"WHAT_Qn","Medium","MMM","medium"
"cntrQ_433",12.66,20.17,57.72,false,"WHAT_Ql","Medium","HMH","hard"
"cntrQ_435",50.41,71.6,62.96,true,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_439",44.39,78.73,53.27,false,"WHAT_Ql","Easy","EEE","hard"
"cntrQ_445",35.8,71.6,47.94,true,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_459",46.02,78.73,64.95,false,"WHAT_Ql","Easy","EEE","hard"
"cntrQ_460",47.73,71.6,61.93,false,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_462",58.96,64.01,16.86,true,"WHAT_Qn","Medium","MMM","medium"
"cntrQ_466",71.14,76.69,28.61,false,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_472",59.74,64.01,31.97,true,"WHAT_Qn","Medium","MMM","medium"
"cntrQ_486",6.86,33.52,32.74,true,"WHAT_Ql","Easy","HEE","medium"
