cntrQ,bslnA,bslnB,bslnC,bslnLikert,focus,focusDiff,totalDiff,maskDiff
"cntrQ_244",47.05,42.6,14.24,true,"WHAT_Qn","Easy","EEE","easy"
"cntrQ_246",31.48,34.69,64.97,true,"WHAT_Qn","Easy","EHE","easy"
"cntrQ_250",79.15,76.69,75.2,true,"WHAT_Qn","Hard","HEE","easy"
"cntrQ_256",50.13,44.19,37.46,true,"WHAT_Qn","Medium","MEM","easy"
"cntrQ_270",54.44,56.78,75.65,true,"WHAT_Qn","Hard","HHH","easy"
"cntrQ_271",5.84,78.73,12.38,true,"WHAT_Ql","Easy","EEE","easy"
"cntrQ_273",49.99,71.6,65.02,true,"WHAT_Ql","Hard","EHE","easy"
"cntrQ_277",21.37,33.52,72.94,false,"WHAT_Ql","Easy","HEE","easy"
"cntrQ_283",31.47,54.18,35.38,false,"WHAT_Ql","Easy","MEM","easy"
"cntrQ_297",18.24,20.17,77.25,false,"WHAT_Ql","Hard","HHH","easy"
"cntrQ_298",28.7,24.67,14.28,false,"WHERE","Easy","EEE","easy"
"cntrQ_300",17.82,15.5,64.87,false,"WHERE","Easy","EHE","easy"
"cntrQ_304",31.89,29.51,75.13,true,"WHERE","Easy","HEE","easy"
"cntrQ_310",66.26,40.91,37.26,false,"WHERE","Medium","MEM","easy"
"cntrQ_324",36.44,32.54,75.85,false,"WHERE","Hard","HHH","easy"
"cntrQ_325",37.74,42.6,33.93,true,"WHAT_Qn","Easy","EEE","medium"
"cntrQ_327",41.05,34.69,48.12,true,"WHAT_Qn","Easy","EHE","medium"
"cntrQ_331",61.59,76.69,8.17,true,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_337",40.88,44.19,84.12,false,"WHAT_Qn","Medium","MEM","medium"
"cntrQ_351",65.87,56.78,45.02,false,"WHAT_Qn","Hard","HHH","medium"
"cntrQ_352",32.24,78.73,32.24,true,"WHAT_Ql","Easy","EEE","medium"
"cntrQ_354",21.81,71.6,27.16,false,"WHAT_Ql","Hard","EHE","medium"
"cntrQ_358",8.82,33.52,34.9,true,"WHAT_Ql","Easy","HEE","medium"
"cntrQ_364",20.11,54.18,31.47,false,"WHAT_Ql","Easy","MEM","medium"
"cntrQ_378",4.29,20.17,28.11,false,"WHAT_Ql","Hard","HHH","medium"
"cntrQ_379",14.18,22.56,20.97,true,"WHERE","Easy","EEE","medium"
"cntrQ_381",12.05,14.99,33.51,true,"WHERE","Easy","EHE","medium"
"cntrQ_385",35.17,27.53,23.22,true,"WHERE","Easy","HEE","medium"
"cntrQ_391",42.2,40.91,33.43,false,"WHERE","Medium","MEM","medium"
"cntrQ_405",29.07,32.47,33.07,false,"WHERE","Hard","HHH","medium"
"cntrQ_406",36.63,42.6,49.39,true,"WHAT_Qn","Easy","EEE","hard"
"cntrQ_408",39.08,34.69,78.34,false,"WHAT_Qn","Easy","EHE","hard"
"cntrQ_412",79.12,76.69,35.42,true,"WHAT_Qn","Hard","HEE","hard"
"cntrQ_418",43.87,44.19,53.01,false,"WHAT_Qn","Medium","MEM","hard"
"cntrQ_432",59.74,56.78,53.14,false,"WHAT_Qn","Hard","HHH","hard"
"cntrQ_433",42.28,78.73,53.97,false,"WHAT_Ql","Easy","EEE","hard"
"cntrQ_435",36.83,71.6,48.97,false,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_439",3.33,33.52,29.8,true,"WHAT_Ql","Easy","HEE","hard"
"cntrQ_445",20.29,54.18,33.14,false,"WHAT_Ql","Easy","MEM","hard"
"cntrQ_459",14.8,20.17,61.58,false,"WHAT_Ql","Hard","HHH","hard"
"cntrQ_460",21.04,22.56,56.83,false,"WHERE","Easy","EEE","hard"
"cntrQ_462",20.54,21.78,61.66,false,"WHERE","Easy","EHE","hard"
"cntrQ_466",30.45,27.53,41.25,true,"WHERE","Easy","HEE","hard"
"cntrQ_472",40.5,40.91,28.66,true,"WHERE","Medium","MEM","hard"
"cntrQ_486",30.81,32.47,66.66,true,"WHERE","Hard","HHH","hard"
