cntrQ,bslnA,bslnB,bslnC,bslnLikert,focus,focusDiff,totalDiff,maskDiff
"cntrQ_244",47.05,42.6,14.24,true,"WHAT_Qn","Easy","EEE","easy"
"cntrQ_246",31.48,34.69,64.97,true,"WHAT_Qn","Easy","EHE","easy"
"cntrQ_250",79.15,76.69,75.2,true,"WHAT_Qn","Hard","HEE","easy"
"cntrQ_256",50.13,44.19,37.46,true,"WHAT_Qn","Medium","MEM","easy"
"cntrQ_270",54.44,56.78,75.65,true,"WHAT_Qn","Hard","HHH","easy"
"cntrQ_271",5.84,78.73,12.38,true,"WHAT_Ql","Easy","EEE","easy"
"cntrQ_273",49.99,71.6,65.02,true,"WHAT_Ql","Hard","EHE","easy"
"cntrQ_277",21.37,33.52,72.94,false,"WHAT_Ql","Easy","HEE","easy"
"cntrQ_283",31.47,54.18,35.38,false,"WHAT_Ql","Easy","MEM","easy"
"cntrQ_297",18.24,20.17,77.25,false,"WHAT_Ql","Hard","HHH","easy"
"cntrQ_298",28.7,24.67,14.28,false,"WHERE","Easy","EEE","easy"
"cntrQ_300",17.82,15.5,64.87,false,"WHERE","Easy","EHE","easy"
"cntrQ_304",31.89,29.51,75.13,true,"WHERE","Easy","HEE","easy"
"cntrQ_310",66.26,40.91,37.26,false,"WHERE","Medium","MEM","easy"
"cntrQ_324",36.44,32.54,75.85,false,"WHERE","Hard","HHH","easy"
"cntrQ_325",37.74,42.6,33.93,true,"WHAT_Qn","Easy","EEE","medium"
"cntrQ_327",41.05,34.69,48.12,true,"WHAT_Qn","Easy","EHE","medium"
"cntrQ_331",86.8,76.69,9.53,true,"WHAT_Qn","Hard","HEE","medium"
"cntrQ_337",38.1,44.19,16.19,false,"WHAT_Qn","Medium","MEM","medium"
"cntrQ_351",43.45,56.78,22.77,true,"WHAT_Qn","Hard","HHH","medium"
"cntrQ_352",16.82,78.73,16.82,true,"WHAT_Ql","Easy","EEE","medium"
"cntrQ_354",28.8,71.6,31.27,false,"WHAT_Ql","Hard","EHE","medium"
"cntrQ_358",3.13,33.52,16.86,true,"WHAT_Ql","Easy","HEE","medium"
"cntrQ_364",20.48,54.18,33.51,false,"WHAT_Ql","Easy","MEM","medium"
"cntrQ_378",6.22,20.17,31.54,false,"WHAT_Ql","Hard","HHH","medium"
"cntrQ_379",15.85,22.56,20.36,true,"WHERE","Easy","EEE","medium"
"cntrQ_381",13.38,14.99,33.51,true,"WHERE","Easy","EHE","medium"
"cntrQ_385",39.48,27.53,26.77,true,"WHERE","Easy","HEE","medium"
"cntrQ_391",38.89,40.91,52.22,false,"WHERE","Medium","MEM","medium"
"cntrQ_405",26.76,32.47,31.49,true,"WHERE","Hard","HHH","medium"
"cntrQ_406",42.44,42.6,62.12,false,"WHAT_Qn","Easy","EEE","hard"
"cntrQ_408",38.43,34.69,56.95,true,"WHAT_Qn","Easy","EHE","hard"
"cntrQ_412",78.18,76.69,46.32,true,"WHAT_Qn","Hard","HEE","hard"
"cntrQ_418",43.24,44.19,67.93,false,"WHAT_Qn","Medium","MEM","hard"
"cntrQ_432",49.26,56.78,24.08,true,"WHAT_Qn","Hard","HHH","hard"
"cntrQ_433",42.28,78.73,57.24,false,"WHAT_Ql","Easy","EEE","hard"
"cntrQ_435",51.64,71.6,66.25,false,"WHAT_Ql","Hard","EHE","hard"
"cntrQ_439",6.07,33.52,37.64,true,"WHAT_Ql","Easy","HEE","hard"
"cntrQ_445",27,54.18,44.13,true,"WHAT_Ql","Easy","MEM","hard"
"cntrQ_459",16.09,20.17,58.58,false,"WHAT_Ql","Hard","HHH","hard"
"cntrQ_460",22.74,22.56,65.04,true,"WHERE","Easy","EEE","hard"
"cntrQ_462",22.35,21.78,62.73,true,"WHERE","Easy","EHE","hard"
"cntrQ_466",24.52,27.53,34.15,true,"WHERE","Easy","HEE","hard"
"cntrQ_472",32.65,40.91,35.66,true,"WHERE","Medium","MEM","hard"
"cntrQ_486",33.19,32.47,48.55,true,"WHERE","Hard","HHH","hard"
